league,game,half,timestamp,type,anonymized,predicted_res_0
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1547,injury,"[PLAYER] ([TEAM]) requires medical treatment, so the referee stops play and signals for the physio to come onto the pitch.",[PLAYER] ([TEAM]) is having a really tough time right now. We are about to find out how serious his injury is.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1513,,"[PLAYER] ([TEAM]) wastes a huge opportunity! He receives a precise cross inside the penalty area and releases a quick shot that sails towards the bottom left corner. His effort, however, lacks power and the goalkeeper dives to make a stunning save.","[PLAYER] pulls off a great save to deny [PLAYER] ([TEAM]), who makes himself some space inside the box and unleashes a quick low drive towards the middle of the goal."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1391,corner,A dangerous looking corner kick from [PLAYER] ([TEAM]) is cleared to safety by the defence.,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1354,,[PLAYER] makes a brilliant save! [PLAYER] ([TEAM]) easily weaves through the defence and unleashes a shot from just outside of the box. His effort goes straight under the crossbar but is saved by the keeper! The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a cross from the side maned by [PLAYER], but one of the defenders steps in and averts the danger. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1322,,"[PLAYER] ([TEAM]) swings in a promising cross from the free kick, but one of the defenders does a perfect job to avert the danger.","[PLAYER] ([TEAM]) sends a cross into the box, but it's too short and there's no chance for any of his teammates to score. The ball goes out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1248,,The game is interrupted. [PLAYER] ([TEAM]) has violated the rules in the battle for the ball. No protests or gestures are being made as he is quite aware of what he did. There is a free kick near the sideline to [TEAM].,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1150,,[PLAYER] ([TEAM]) is going to send the ball in from the free kick.,[PLAYER] ([TEAM]) commits a rough foul. [REFEREE] stops the game and makes a call.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1133,,[PLAYER] ([TEAM]) commits a rough foul. [REFEREE] stops the game and makes a call.,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,1027,,[PLAYER] ([TEAM]) makes a yard for himself on the edge of the box and produces a poor effort that sails miles wide of the right post.,[PLAYER] ([TEAM]) goes clear of the defence but blazes high and wide. The ball goes out of play and [TEAM] will have a goal kick.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,969,,[PLAYER] ([TEAM]) fizzes over a cross which doesn't cause any problems.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the flag goes up against him and the referee blows his whistle for offside.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,822,,[PLAYER] ([TEAM]) is caught offside after the linesman raises his flag.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,728,,"[PLAYER] ([TEAM]) holds his head in his hands after wasting a promising chance. He latches onto a rebound, creates some space for himself and fires the ball from the edge of the box well wide of the left post.","[PLAYER] ([TEAM]) shoots from the edge of the box, but his effort is blocked by a defending player. The ball is out of play and [TEAM] will have a goal kick."
england_epl_2016-2017,2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,725,,"[PLAYER] ([TEAM]) delivers a lovely cross into the penalty area. Nevertheless, an opposition defender is alert and averts the danger with a brilliant clearance.",[PLAYER] ([TEAM]) picks up a pass inside the box and unleashes a shot which is blocked by one of the defending players. The ball is out of play and [TEAM] will have a chance to score from a corner kick.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,2652,,The game is interrupted as [PLAYER] ([TEAM]) is flagged offside.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,2471,substitution,A substitution has been made. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,2391,,"[PLAYER] ([TEAM]) tries his luck with a low long-range effort after receiving a precise pass, but [PLAYER] has a clear view of it and makes a comfortable save.",[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,2262,,Neat passing move from [TEAM] in order to create new attacking opportunities.,The [TEAM] players are exchanging some short passes to try and open up the opposition's defence and hit them quickly on the break.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,2106,corner,[PLAYER] ([TEAM]) puts a cross into the box from the corner but there is no panic from the opposition and they easily clear.,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,2074,,"[PLAYER] ([TEAM]) looks to break free, but an opposing player clears the ball away. The ball goes behind for a corner. [TEAM] will have an opportunity to threaten the opposition's goal.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] win a corner kick.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,2026,substitution,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].,[COACH] has decided to make a change. [PLAYER] ([TEAM]) replaces [PLAYER].
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1976,,[PLAYER] ([TEAM]) hasn't suffered any serious injury which would see him leave the pitch. He's back in the game now.,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1992,corner,"[PLAYER] ([TEAM]) takes the corner, but it's intercepted by the defender.",The resulting corner from [PLAYER] ([TEAM]) is cleared.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1942,substitution,Substitution. [PLAYER] leaves the pitch and is replaced by [PLAYER] ([TEAM]).,The referee stops play so that a substitution can be made and [PLAYER] ([TEAM]) comes onto the pitch for [PLAYER].
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1863,injury,[PLAYER] ([TEAM]) is having a really tough time right now. We are about to find out how serious his injury is.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1855,,"[PLAYER] ([TEAM]) is first to the rebound but his shot is blocked. Wow, what an escape there for the opposition. The referee signals a corner kick to [TEAM].","[PLAYER] ([TEAM]) latches on to an accurate long ball inside the box, but he fires the ball high over the crossbar from the close range. The ball is out of play. [TEAM] will have a goal kick."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1854,,"[PLAYER] ([TEAM]) fires the ball at goal from inside the area, but it's well blocked.","[PLAYER] ([TEAM]) receives a pass and shoots from the edge of the box, but his effort is blocked by a defending player. The ball is out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1788,,[PLAYER] ([TEAM]) is penalised for a foul. [REFEREE] had a clear view and blows his whistle.,"[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1694,,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the danger.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence clears the ball away to eliminate the threat. The ball goes behind for a corner. [TEAM] can continue in their attacking effort."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1682,corner,[PLAYER] ([TEAM]) floats the ball in from the corner but it's intercepted.,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1656,,"[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a promising cross into the box, but a defender outjumps the attackers and averts the threat. The ball is out of play. A goal-scoring opportunity from a corner for [TEAM].","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opponent's defence deals with his cross comfortably and intercepts it. [TEAM] have been awarded a corner kick. The referee and one of his assistants both point at the corner flag."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1469,soccer-ball,"[PLAYER] ([TEAM]) jumped highest inside the box to meet a perfectly executed corner kick by [PLAYER]. His header was precise and ended up inside the left post, leaving the goalkeeper flapping in the wind. The score is 4:1.",[PLAYER] ([TEAM]) is about to take a corner kick.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1468,corner,[PLAYER] ([TEAM]) steps up to send the ball in.,[PLAYER] ([TEAM]) goes over to take the corner kick and it looks like he will swing the ball into the penalty box.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1438,,[PLAYER] ([TEAM]) tries to slide the ball through to a teammate but it's well blocked by a defender. The referee points to the corner flag. It's a corner to [TEAM].,"[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence quickly intercepts the ball. The ball goes out of play. [TEAM] are awarded a corner kick."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1139,,"[PLAYER] ([TEAM]) releases a low pass from just outside the box in an attempt to find his teammate, but one of the defenders calmly averts the threat.","[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1194,,[PLAYER] ([TEAM]) is adjudged offside.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the flag goes up for offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1173,,"A fine lofted pass into the box, sent by [PLAYER] ([TEAM]), is intercepted by the opposition's defence.","[PLAYER] ([TEAM]) goes on a solo run, but he fails to create a chance as an opposition player blocks him. The linesman signals a throw-in for [TEAM]."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1134,,The [TEAM] players are exchanging some short passes to try and open up the opposition’s defence and hit them swiftly on the break.,[REFEREE] shows a yellow card to [PLAYER] ([TEAM]) for a tough tackle.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,1003,substitution,"[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER].","[COACH] has decided to introduce fresh legs, with [PLAYER] ([TEAM]) replacing [PLAYER]."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,969,substitution,Substitution. [PLAYER] is replaced by [PLAYER] ([TEAM]).,The substitution has been made. [PLAYER] ([TEAM]) has replaced [PLAYER].
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,886,,"[PLAYER] ([TEAM]) sends a pass into the box, but his attempt is thwarted and cleared.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opposition's defence deals with his cross comfortably and intercepts it. The linesman makes the right call and it's a goal kick for [TEAM]."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,811,,[PLAYER] ([TEAM]) commits a foul after unfairly battling his opponent for the ball.,"[PLAYER] ([TEAM]) whips the ball in from the resulting free kick, but it's cleared."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,742,,[PLAYER] ([TEAM]) was too forceful with his tackle and [REFEREE] interrupted the game to signal a free kick.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,639,,"[PLAYER] ([TEAM]) sends a teasing cross into the area, but [PLAYER] intercepts the ball.",[PLAYER] ([TEAM]) is caught offside! [REFEREE] blows his whistle for a foul. [TEAM] have a free kick on the edge of the box.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,558,,"[PLAYER] ([TEAM]) and [PLAYER] attempt to exchange short two-yard passes, but the opposition's defence intercepts the ball.",[PLAYER] ([TEAM]) is caught offside! [REFEREE] blows his whistle for a foul.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,497,,tries to send a pass but it's blocked.,"[PLAYER] ([TEAM]) sends a lofted cross into the box, but [PLAYER] intercepts the ball and it's a goal kick."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,419,,[PLAYER] ([TEAM]) seems to be alright and is okay to carry on.,The [TEAM] players are exchanging short passes in an attempt to open up the opposition defence and hit them quickly on the break.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,308,injury,[PLAYER] ([TEAM]) picks up an injury.,"The game is interrupted now, [PLAYER] ([TEAM]) picks up a knock and the physio has to come on."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,203,,"[PLAYER] ([TEAM]) takes a mid-range shot, but it lacks accuracy and it goes way over the bar.","[PLAYER] ([TEAM]) received an excellent pass inside the box, but his shot went just a whisker wide of the left post! The ball goes out of play and [TEAM] will have a goal kick."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,2,166,,[PLAYER] ([TEAM]) makes an overly-aggressive challenge and [REFEREE] blows his whistle for a foul.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,2602,,"[PLAYER] ([TEAM]) decides to try his luck with a first-time bullet of a shot. Unfortunately for him, he doesn't hit the ball perfectly and his effort ends well wide of the left post.",[PLAYER] ([TEAM]) receives a precise pass inside the box and takes a shot which goes just wide of the left post.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,2522,,"[PLAYER] ([TEAM]) gets on the end of a pass and takes a shot from the edge of the box, but it's blocked by one of the defending players.","[PLAYER] ([TEAM]) sends a cross into the box, but one of the defending players averts the threat."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,2446,,[PLAYER] ([TEAM]) sends in a pass which fails to reach any of his teammates.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,2262,soccer-ball,"It's in the back of the net! Superb finishing from [PLAYER] ([TEAM]). [PLAYER] plays a fantastic through ball and finds [PLAYER] ([TEAM]), who reacts quickly to get in front of the goalkeeper and fire a close-range shot into the bottom left corner. 4:0.",It's in the back of the net! [PLAYER] plays a free kick into the box and [PLAYER] ([TEAM]) rises highest to head the ball into the back of the net. 0:1.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,2209,y-card,The referee had an easy-decision to make. A yellow card is given to [PLAYER] ([TEAM]) for a foul that he committed a little earlier.,[PLAYER] ([TEAM]) has tested the patience of referee [REFEREE] and goes into the book for a previous late challenge.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,2063,soccer-ball,"Goal - 3:0! [PLAYER] laid the ball off to [PLAYER] ([TEAM]), who shot from close range into the bottom left corner, leaving the goalkeeper helpless.","Goal! [PLAYER] ([TEAM]) finds himself some space inside the box to get on the end of a pass from [PLAYER], then sends the ball into the bottom right corner. He makes it 0:2."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1984,,"[PLAYER] ([TEAM]) connected with a pass around the edge of the box, aimed and shot. His attempt went towards the middle of the target, but [PLAYER] was alert and the score remains the same.","[PLAYER] ([TEAM]) gets hold of a lofted cross inside the box and sends a header towards the middle of the goal, but [PLAYER] is alert and makes a comfortable save."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1841,,[PLAYER] ([TEAM]) comes close as his long-range free kick goes a whisker wide of the right post.,"[PLAYER] ([TEAM]) steps up to take the free kick from 21 metres out. He fires the ball towards the right side of the goal, but [PLAYER] makes a brilliant save to deny him."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1776,,The game is interrupted. One of the players from [TEAM] is cautioned for aggressive play. [TEAM] are awarded a free kick.,[PLAYER] ([TEAM]) makes a bad challenge and [REFEREE] blows his whistle for a foul. [TEAM] win a free kick which could lead to a goal-scoring opportunity.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1718,,"[PLAYER] ([TEAM]) makes a yard for himself on the edge of the box after picking up a pass, but produces a poor effort that sails high over the bar.",[PLAYER] ([TEAM]) is forced to stop his attacking moves after the linesman signals for offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1699,,"This shall not pass! [PLAYER] ([TEAM]) lines up a shot from the edge of the box and goes for goal, but the effort is well blocked by a defender.","[PLAYER] ([TEAM]) attempts to find the head of one of his teammates with a cross into the box, but one of the defending players averts the attack. The referee and one of his assistants both point at the corner flag. [TEAM] are awarded a corner kick."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1638,,"[PLAYER] ([TEAM]) shoots from the edge of the penalty area. The ball travels towards the middle of the target, but [PLAYER] easily deals with the threat.",A pass from [PLAYER] ([TEAM]) is intercepted by [PLAYER] and the move breaks down.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1591,,[PLAYER] ([TEAM]) receives a reproachful look from his teammates after he attempted to surprise the goalkeeper with a shot from long distance. The ball flew far wide of the right post.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the flag goes up against him - he was offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1533,,"[PLAYER] ([TEAM]) collects a wonderful lead pass and as he has a lot of space, smashes a terrific shot from long range. His shot goes painfully close to the crossbar!",[PLAYER] ([TEAM]) latches on to a precise pass on the edge of the box and unleashes a shot which goes just wide of the left post.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1444,,"[PLAYER] ([TEAM]) sends a cross into the box, but [PLAYER] comes off his line to gather the ball.",[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1397,,[PLAYER] ([TEAM]) tackles a bit over-zealously and [REFEREE] blows for a foul.,[PLAYER] ([TEAM]) fails to beat the offside trap and the referee blows his whistle for a foul.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1360,,What an opportunity! [PLAYER] ([TEAM]) picked the ball up and fired a projectile of a shot from long range which threatened the goalkeeper. The shot went painfully close to the right post!,[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman signals for offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1281,,"[PLAYER] ([TEAM]) sends over a cross, but he can't find any teammate inside the box. Poor delivery.",[PLAYER] ([TEAM]) is flagged for offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1257,,[TEAM] are bossing possession at the moment by exchanging some precise passes from player to player.,The linesman raises his flag for offside before [PLAYER] ([TEAM]) heads on.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,1126,,"[PLAYER] ([TEAM]) creates himself some space and attempts to put the ball into the box. However, the defender gets an important foot in to clear.","[PLAYER] ([TEAM]) sends a cross into the box, but the opposition's defence gets it clear. The referee and one of his assistants both point to the corner flag. [TEAM] will have an opportunity to threaten the opposition's goal."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,938,soccer-ball,"[PLAYER] ([TEAM]) latches on to a precise pass deep inside the box from [PLAYER], and he beats the goalkeeper with a low accurate shot into the bottom left corner. He makes it 2:0.","Goal! [PLAYER] ([TEAM]) finds himself some space inside the box to get on the end of a pass from [PLAYER], then sends the ball into the left side of the goal. 0:1."
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,851,,is penalised for holding. [REFEREE] signals a set piece.,[REFEREE] blows his whistle after [PLAYER] ([TEAM]) kicks an opponent's legs instead of the ball.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,821,,"[PLAYER] ([TEAM]) swings a cross into the box, but it's far too close to [PLAYER], who smothers the ball.",The linesman raises his flag. [PLAYER] ([TEAM]) is adjudged offside.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,660,corner,"[PLAYER] ([TEAM]) puts a dangerous cross into the box, but the corner is cleared by the first man.",The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. [TEAM] force a corner. They send men into the box.
spain_laliga_2015-2016,2015-12-05 - 18-00 Real Madrid 4 - 1 Getafe,1,627,,[PLAYER] makes a superb save to deny a header which was nodded towards the roof of the net by [PLAYER] ([TEAM]) after a cross from the side. The ball is out of play and [TEAM] manage to earn a corner.,[PLAYER] ([TEAM]) is penalised for a handball. [REFEREE] blows his whistle for a foul. [TEAM] have been awarded a penalty kick. The referee and his assistant both point to the penalty spot.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2638,y-card,[PLAYER] ([TEAM]) goes into the book and receives a yellow card.,[PLAYER] ([TEAM]) is clearly asking for some medical attention with his painful gestures. The extent of his injury is yet to be discovered.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2597,,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player.,[PLAYER] ([TEAM]) is forced to stop his attacking move after the linesman flags him for offside.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2533,,"[PLAYER] ([TEAM]) sends a beautiful cross into the penalty area, but the opposition's defence manages to clear the ball to safety.",[PLAYER] ([TEAM]) is offside and the linesman raises his flag.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2497,,[PLAYER] ([TEAM]) shoots after receiving a good pass. His effort from the edge of the box goes just wide of the left post.,[PLAYER] ([TEAM]) receives a precise low pass inside the box and shoots. His effort goes just wide of the left post. The ball goes out of play and [TEAM] will have a goal kick.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2430,y-card,[PLAYER] ([TEAM]) can't expect anything else than a yellow card for his hard tackle. And a yellow it is. [REFEREE] didn't think twice about pulling it out of his pocket.,[PLAYER] ([TEAM]) sees a yellow card from [REFEREE] after he sent one of the opposing players to the ground.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2413,,"[PLAYER] pulls off a great save to deny  [PLAYER] ([TEAM]), who makes himself some space inside the box and unleashes a quick low drive to the bottom right corner.",[PLAYER] ([TEAM]) gets hold of the ball but his shot from the edge of the box is blocked by one of the defending players.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2340,corner,"[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear.","[PLAYER] ([TEAM]) swings in the corner, but fails to find any of his teammates. One of the defenders reacts superbly to get it clear."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2313,,[PLAYER] ([TEAM]) produces a lovely ball into the penalty area but the defender manages to intercept and comfortably averts the danger. [TEAM] have a corner.,The ball is cleared after [PLAYER] ([TEAM]) attempted to dribble past an opposing player. The ball goes out of play. [TEAM] are awarded a corner kick.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2270,,"[PLAYER] ([TEAM]) finds himself in a promising position after receiving a precise pass. He pulls the trigger but only hits one of the opposition, who gets in the way of his effort.","[PLAYER] ([TEAM]) sends a lofted cross into the penalty area. Unfortunately for him, the opposition's defence deals with his cross comfortably and intercepts it. The linesman points to the corner flag. [TEAM] will take a corner kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2208,,[PLAYER] ([TEAM]) is caught offside after the linesman raises his flag.,The game is interrupted as [PLAYER] ([TEAM]) is flagged offside.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2191,corner,[PLAYER] ([TEAM]) works the corner short.,The resulting corner from [PLAYER] ([TEAM]) is cleared by the defence.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2168,,"Half-chance!  [PLAYER] ([TEAM]) plays a pass into the box, but [PLAYER] reacts well to snuff out the attack. The referee points to the corner flag. It's a corner to [TEAM].","[PLAYER] ([TEAM]) sends a cross into the penalty area, but the opposition's defence deals with his effort. The ball is out of play. [TEAM] win a corner kick."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,2009,,"Great ball in from [PLAYER]. [PLAYER] ([TEAM]) should really have done better with a close-range header, but he heads it a whisker wide of the left post.","[PLAYER] ([TEAM]) gets on the end of a pass on the edge of the box, but his shot goes just wide of the left post. The ball is off of the pitch and it's a goal kick for [TEAM]."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1934,,Flag goes up against [PLAYER] ([TEAM]) and the referee blows his whistle for offside.,[PLAYER] ([TEAM]) tries his luck with a shot from the edge of the box towards the bottom left corner. His effort is blocked by a defender. The ball goes out of play and [TEAM] have been awarded a corner kick.
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1902,corner,"A horde of players are waiting inside the penalty area for a cross from the corner, but [PLAYER] ([TEAM]) takes it short.","The resulting corner from [PLAYER] ([TEAM]) only finds one of the defenders, who heads it out of danger."
spain_laliga_2015-2016,2016-05-14 - 18-00 Dep. La Coruna 0 - 2 Real Madrid,2,1888,,The defence is alert as they clear a dangerous cross from [PLAYER] ([TEAM]). [TEAM] force a corner. They send men into the box.,[PLAYER] ([TEAM]) tries his luck in front of goal from just outside the box. His effort is blocked by a defending player. The referee and one of his assistants both point at the corner flag. [TEAM] will have an opportunity to threaten the opposition's goal.
